City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
151,Khislavichi,54.1871,32.1582,35.42,96,100,16.96,RU,2022-04-16 18:01:02
152,Luau,-10.7073,22.2247,67.33,93,75,2.01,AO,2022-04-16 18:01:03
153,Copiapo,-27.3667,-70.3333,77.34,28,0,8.1,CL,2022-04-16 18:00:32
154,Konstancin-Jeziorna,52.0938,21.1176,48.11,45,0,14.97,PL,2022-04-16 17:59:37
155,Wildberg,48.6234,8.7452,53.46,68,10,8.52,DE,2022-04-16 18:01:04
156,Tomaszow Mazowiecki,51.5313,20.0086,47.55,61,67,7.54,PL,2022-04-16 18:01:04
157,Umm Kaddadah,13.6017,26.6876,88.12,7,99,12.41,SD,2022-04-16 18:01:05
158,Usevya,-7.1,31.2333,68.07,95,98,2.82,TZ,2022-04-16 17:58:43
159,Pisco,-13.7,-76.2167,75.25,60,0,17.27,PE,2022-04-16 17:56:09
160,Santiago Del Estero,-27.7951,-64.2615,75.92,33,0,5.44,AR,2022-04-16 18:01:06
161,Breves,-1.6822,-50.4803,81.86,85,44,3.65,BR,2022-04-16 18:01:06
162,Uniao,-4.5858,-42.8642,84.94,80,91,1.41,BR,2022-04-16 18:01:07
163,Agirish,61.9247,63.0231,27.55,97,100,3.11,RU,2022-04-16 18:01:07
164,Praia,14.9215,-23.5087,79.34,53,20,19.57,CV,2022-04-16 17:53:19
165,Salta,-24.7859,-65.4117,71.58,52,1,1.99,AR,2022-04-16 18:00:37
166,Umea,63.8284,20.2597,39.13,75,0,3.44,SE,2022-04-16 18:01:08
167,Sao Geraldo Do Araguaia,-6.4006,-48.555,82.78,83,38,3.76,BR,2022-04-16 18:01:09
168,Villarrica,-25.75,-56.4333,75.72,44,0,3.62,PY,2022-04-16 18:01:09
169,Sassandra,4.95,-6.0833,79.92,82,98,8.72,CI,2022-04-16 18:01:10
170,Pangnirtung,66.1451,-65.7125,5.0,66,20,4.61,CA,2022-04-16 17:51:57
171,Mgandu,-5.95,34.1333,61.66,94,94,5.73,TZ,2022-04-16 18:01:10
172,Talnakh,69.4865,88.3972,16.68,94,100,5.61,RU,2022-04-16 18:01:11
173,Wasaga Beach,44.5168,-80.0164,41.47,80,63,1.01,CA,2022-04-16 18:00:03
174,Mochudi,-24.4167,26.15,61.88,93,96,12.44,BW,2022-04-16 18:01:11
175,San Francisco,37.7749,-122.4194,62.22,87,100,11.5,US,2022-04-16 17:59:52
176,Acari,-15.4311,-74.6158,77.85,56,99,10.27,PE,2022-04-16 18:01:12
177,Maniitsoq,65.4167,-52.9,24.82,56,20,5.84,GL,2022-04-16 18:01:12
178,Kharabali,47.4196,47.2568,59.54,51,61,8.25,RU,2022-04-16 18:01:13
179,Aiquile,-18.2041,-65.1807,64.02,61,93,9.98,BO,2022-04-16 18:01:13
180,Sierpc,52.8568,19.6691,39.88,59,56,13.53,PL,2022-04-16 18:01:13
181,Libourne,44.9167,-0.25,72.1,67,1,8.93,FR,2022-04-16 18:01:14
182,Anloga,5.7947,0.8973,83.8,75,99,12.84,GH,2022-04-16 18:02:14
183,Ferrol,43.4832,-8.2369,60.71,89,93,2.13,ES,2022-04-16 18:02:15
184,Saint George,37.1041,-113.5841,75.43,19,0,13.0,US,2022-04-16 18:02:15
185,Nawa,27.0167,75.0,84.38,10,0,6.4,IN,2022-04-16 18:02:16
186,Balsas,-7.5325,-46.0356,89.13,54,33,1.57,BR,2022-04-16 18:02:16
187,Puteyets,65.1716,57.091,11.89,95,74,4.56,RU,2022-04-16 18:02:16
188,Tahta,26.7693,31.5021,88.79,10,0,6.15,EG,2022-04-16 18:02:17
189,Uvinza,-5.1036,30.3911,66.49,96,58,1.48,TZ,2022-04-16 18:02:17
190,Nuuk,64.1835,-51.7216,29.01,54,20,8.05,GL,2022-04-16 18:02:17
191,Saint-Francois,46.4154,3.9054,65.64,39,0,11.5,FR,2022-04-16 18:02:18
192,Matay,28.419,30.7792,85.57,10,2,6.22,EG,2022-04-16 18:02:18
193,Khalkhal,37.6189,48.5258,34.32,82,75,2.59,IR,2022-04-16 18:02:19
194,Iqaluit,63.7506,-68.5145,5.7,77,100,5.1,CA,2022-04-16 18:02:19
195,Ancud,-41.8697,-73.8203,66.22,68,29,4.81,CL,2022-04-16 18:02:19
196,Santa Rosa,14.3122,121.1114,81.1,75,54,7.54,PH,2022-04-16 18:02:20
197,Vila Franca Do Campo,37.7167,-25.4333,66.61,79,100,7.94,PT,2022-04-16 17:57:29
198,Rampur Hat,24.1667,87.7833,84.76,68,27,10.0,IN,2022-04-16 18:02:20
199,Pangoa,-12.1167,-73.0,84.15,51,99,4.34,PE,2022-04-16 17:53:19
200,Kabinda,-6.1333,24.4833,71.44,84,96,2.89,CD,2022-04-16 18:02:21
201,Gat,31.61,34.7642,72.39,100,39,6.13,IL,2022-04-16 17:58:01
202,Elliot Lake,46.3834,-82.6331,32.23,58,92,11.5,CA,2022-04-16 18:02:21
203,Bad Freienwalde,52.7873,14.0304,48.42,47,50,4.0,DE,2022-04-16 18:02:22
204,Shu,43.5983,73.7614,62.92,34,49,5.97,KZ,2022-04-16 17:55:44
205,Banda Aceh,5.5577,95.3222,80.98,80,60,1.52,ID,2022-04-16 18:02:22
206,Adeje,28.1227,-16.726,77.86,63,0,6.91,ES,2022-04-16 18:02:23
207,Chapais,49.7834,-74.8492,31.78,74,99,11.68,CA,2022-04-16 18:02:23
208,Touros,-5.1989,-35.4608,85.77,65,83,9.31,BR,2022-04-16 18:02:23
209,Chabahar,25.2919,60.643,85.78,53,41,10.09,IR,2022-04-16 18:02:24
210,Sistranda,63.7256,8.834,46.36,84,57,7.23,NO,2022-04-16 18:02:24
211,Nizwa,22.9333,57.5333,88.72,16,68,5.35,OM,2022-04-16 18:02:25
212,Urubicha,-15.3833,-62.95,88.0,37,2,2.82,BO,2022-04-16 18:02:25
213,Hammerfest,70.6634,23.6821,39.65,93,75,21.85,NO,2022-04-16 18:02:26
214,Ponta Do Sol,32.6667,-17.1,75.7,51,100,7.43,PT,2022-04-16 18:02:26
215,Bushehr,28.9684,50.8385,78.89,53,75,4.61,IR,2022-04-16 17:57:40
216,Riyadh,24.6877,46.7219,84.34,26,73,12.28,SA,2022-04-16 17:57:32
217,Bambous Virieux,-20.3428,57.7575,79.05,78,75,11.5,MU,2022-04-16 18:02:27
218,Biltine,14.5333,20.9167,93.81,18,18,1.77,TD,2022-04-16 18:02:27
219,Sarny,51.338,26.6019,37.8,73,78,12.55,UA,2022-04-16 18:02:27
220,Mwene-Ditu,-7.0,23.45,68.86,92,75,1.97,CD,2022-04-16 18:02:28
221,Constitucion,-35.3333,-72.4167,62.92,60,0,8.77,CL,2022-04-16 18:01:43
222,Sao Filipe,14.8961,-24.4956,72.1,77,5,14.23,CV,2022-04-16 18:02:29
223,Sol-Iletsk,51.1631,54.9918,47.19,59,9,7.02,RU,2022-04-16 18:02:29
224,Abaza,52.655,90.0928,43.56,76,15,5.08,RU,2022-04-16 18:02:29
225,Boa Vista,2.8197,-60.6733,91.38,46,40,11.5,BR,2022-04-16 18:02:30
226,Johannesburg,-26.2023,28.0436,53.15,97,100,5.01,ZA,2022-04-16 18:02:30
227,Vossevangen,60.623,6.4229,39.29,96,100,2.37,NO,2022-04-16 18:02:31
228,Buchanan,5.8808,-10.0467,82.33,77,76,7.38,LR,2022-04-16 18:02:31
229,Trinidad,-14.8333,-64.9,83.8,46,2,4.5,BO,2022-04-16 18:02:31
230,Vienna,48.2085,16.3721,48.69,49,0,14.97,AT,2022-04-16 18:02:10
231,Santa Maria Do Suacui,-18.1903,-42.4142,73.45,73,97,5.61,BR,2022-04-16 18:03:32
232,Vagur,61.4732,-6.8119,47.75,87,100,22.82,FO,2022-04-16 18:03:32
233,San Ramon,37.7799,-121.978,61.48,91,100,11.5,US,2022-04-16 18:03:27
234,Igrim,63.1906,64.4162,25.21,97,100,2.84,RU,2022-04-16 18:03:33
235,Padang,-0.9492,100.3543,78.85,87,92,3.29,ID,2022-04-16 18:03:33
236,Sal Rei,16.1833,-22.9167,73.6,64,75,13.8,CV,2022-04-16 18:03:34
237,Miandrivazo,-19.5167,45.4667,81.55,72,9,3.91,MG,2022-04-16 18:03:34
238,Store Heddinge,55.3097,12.3889,49.68,65,39,5.91,DK,2022-04-16 18:03:34
239,Oschatz,51.3,13.1167,47.52,70,27,4.99,DE,2022-04-16 18:03:35
240,Xacmaz,41.4635,48.806,49.33,74,100,2.8,AZ,2022-04-16 18:03:35
241,Sao Joao Da Barra,-21.6403,-41.0511,80.69,61,37,16.4,BR,2022-04-16 18:03:36
242,Najran,17.4924,44.1277,82.26,28,83,11.23,SA,2022-04-16 18:03:36
243,Bonthe,7.5264,-12.505,82.31,62,39,13.96,SL,2022-04-16 18:03:36
244,Los Llanos De Aridane,28.6585,-17.9182,65.95,78,75,12.66,ES,2022-04-16 18:03:37
245,Sanandaj,35.3144,46.9923,57.22,14,0,9.22,IR,2022-04-16 17:55:44
246,Limon,10.0,-83.0333,82.29,78,100,6.91,CR,2022-04-16 18:03:37
247,Kajaani,64.2273,27.7285,37.45,44,0,4.61,FI,2022-04-16 18:03:38
248,Marquette,46.5333,-87.6335,26.78,75,100,13.06,US,2022-04-16 18:03:38
249,Lethem,3.3803,-59.7968,92.64,41,97,10.16,GY,2022-04-16 18:03:38
250,Luderitz,-26.6481,15.1594,64.38,65,0,12.66,NA,2022-04-16 18:03:39
251,Muros,42.7762,-9.0603,72.68,79,77,10.36,ES,2022-04-16 17:54:40
252,Chirongui,-12.9319,45.1483,84.13,73,9,1.72,YT,2022-04-16 18:03:39
253,Urumqi,43.801,87.6005,49.15,20,0,6.71,CN,2022-04-16 18:03:40
254,Codrington,-38.2667,141.9667,68.07,41,94,16.62,AU,2022-04-16 18:03:40
255,Alice Town,25.7167,-79.3,77.65,75,22,13.35,BS,2022-04-16 18:03:41
256,Kruisfontein,-34.0033,24.7314,59.88,70,92,8.48,ZA,2022-04-16 18:03:41
257,Klaksvik,62.2266,-6.589,47.32,91,94,18.1,FO,2022-04-16 18:03:42
258,Thompson,55.7435,-97.8558,22.3,59,100,4.34,CA,2022-04-16 18:03:42
259,Edd,13.9297,41.6925,83.07,72,28,7.67,ER,2022-04-16 18:03:42
260,Sao Felix Do Xingu,-6.6447,-51.995,87.64,60,68,2.73,BR,2022-04-16 18:03:43
261,Maloy,61.9353,5.1136,46.72,70,99,20.78,NO,2022-04-16 18:03:43
262,Rundu,-17.9333,19.7667,70.95,70,99,2.15,NA,2022-04-16 18:03:44
263,Navahrudak,53.6,25.8333,36.45,76,98,11.68,BY,2022-04-16 18:03:44
264,Bengkulu,-3.8004,102.2655,77.45,90,85,3.89,ID,2022-04-16 18:03:44
265,Chandauli,25.2667,83.2667,84.25,12,92,1.39,IN,2022-04-16 18:03:45
266,Henties Bay,-22.116,14.2845,61.09,80,12,7.07,NA,2022-04-16 18:02:57
267,Sechura,-5.5569,-80.8222,80.33,55,45,11.68,PE,2022-04-16 18:03:45
268,Saint Albans,51.75,-0.3333,63.64,57,14,11.5,GB,2022-04-16 18:02:00
269,Salacgriva,57.7536,24.3581,39.04,58,96,8.9,LV,2022-04-16 18:03:46
270,Vila Velha,-20.3297,-40.2925,82.35,62,20,17.27,BR,2022-04-16 17:59:50
271,Moose Factory,51.2585,-80.6094,30.18,80,100,13.8,CA,2022-04-16 18:03:46
272,Dingle,10.9995,122.6711,76.03,89,70,5.03,PH,2022-04-16 18:03:47
273,Szprotawa,51.5656,15.5366,47.62,58,21,3.33,PL,2022-04-16 18:03:47
274,Asosa,10.0667,34.5333,66.2,81,88,2.17,ET,2022-04-16 18:03:48
275,Panjab,34.388,67.0233,56.95,26,100,6.2,AF,2022-04-16 18:03:48
276,Aasiaat,68.7098,-52.8699,11.26,82,74,6.31,GL,2022-04-16 18:03:48
277,Zhanakorgan,43.9098,67.2495,73.99,25,100,6.98,KZ,2022-04-16 18:03:49
278,Barreirinhas,-2.7469,-42.8264,85.64,68,68,6.44,BR,2022-04-16 18:00:39
279,Skjervoy,70.0311,20.9714,46.4,86,100,35.1,NO,2022-04-16 18:04:49
280,Brockville,44.5834,-75.6826,46.54,39,65,8.66,CA,2022-04-16 18:04:50
281,Pitsunda,43.1592,40.3378,48.38,77,4,4.16,GE,2022-04-16 18:04:50
282,Westport,41.1415,-73.3579,71.28,46,0,12.66,US,2022-04-16 18:04:16
283,Namwala,-15.7504,26.4384,69.39,88,100,4.23,ZM,2022-04-16 18:04:51
284,Manono,-7.3,27.4167,71.22,93,100,0.36,CD,2022-04-16 18:04:51
285,Lamu,-2.2717,40.902,81.54,78,98,11.99,KE,2022-04-16 18:04:51
286,Puertollano,38.6871,-4.1073,76.08,55,15,8.05,ES,2022-04-16 17:55:56
287,Ugoofaaru,5.6667,73.0,84.7,74,16,8.12,MV,2022-04-16 18:04:52
288,Grootfontein,-19.5667,18.1167,72.12,43,70,3.89,NA,2022-04-16 18:04:52
289,Ambilobe,-13.2,49.05,75.99,83,34,4.59,MG,2022-04-16 18:04:53
290,Leshukonskoye,64.8989,45.7622,21.81,94,68,4.07,RU,2022-04-16 18:04:53
291,Simdega,22.6167,84.5167,83.28,16,10,4.14,IN,2022-04-16 18:04:53
292,Tibu,8.639,-72.7358,95.29,44,88,2.51,CO,2022-04-16 18:04:54
293,Kodinar,20.7903,70.7031,79.93,71,0,11.16,IN,2022-04-16 18:02:30
294,Noramarg,40.0238,44.424,57.52,30,54,17.27,AM,2022-04-16 18:04:54
